SINISTRO;IMPORTANCIA_SEGURADA;vlindeniza;id
0126.93.03.00001249;39.271.700;7247.17;861
0126.93.03.00001277;96.391.000;9639.12;885
0126.93.03.00001284;59.595.000;2610.77;890
0126.93.03.00001293;204.424.000;11221.2;897
0129.82.03.00000003;62.177.000;6217.69;920
0129.93.03.00000480;238.986.500;23898.56;944
0129.93.03.00000482;121.437.500;7756.04;946
0129.93.03.00000493;10.000.000;9980.33;950
0129.93.03.00000541;35.658.100;3658.81;954
0129.93.03.00000587;80.945.800;6070.93;967
0129.93.03.00000598;80.945.800;7582.76;973
0129.93.03.00000614;179.600;12301.82;983
0129.93.03.00000619;54.863.200;5486.31;988
0129.93.03.00000641;50.799.200;4849.01;1006
0129.93.03.00000676;22.000.000;4452.99;1021
0129.93.03.00000698;31.501.100;3150.12;1034
0129.93.03.00000700;114.054.600;11405.49;1036
0129.93.03.00000726;154.702.900;15431.14;1059
0129.93.03.00000733;353.066.200;35306.61;1065
0129.93.03.00000736;15.000.000;1619.58;1068
0129.93.03.00000749;64.566.700;7776.67;1076
0131.93.03.00000891;40.232.100;3262.18;1095
0131.93.03.00000906;60.380.100;6038;1099
0131.93.03.00000938;100.097.600;22019.52;1109
0131.93.03.00000958;43.732.900;6373.29;1113
0131.93.03.00000986;176.784.000;17678.38;1115
0131.93.03.00001024;89.932.800;8993.29;1120
0131.93.03.00001027;16.145.200;807.26;1122
0131.93.03.00001041;17.183.200;3718.32;1129
0131.93.03.00001045;41.598.700;4159.84;1132
0131.93.03.00001054;148.660.900;13379.48;1136
0131.93.03.00001087;10.000.000;999.98;1151
0131.93.03.00001101;85.894.200;8587.3;1160
0131.93.03.00001103;23.918.100;4391.81;1162
0131.93.03.00001106;45.955.200;4595.51;1165
0131.93.03.00001115;51.803.100;5180.34;1173
0131.93.03.00001125;43.235.900;4323.6;1180
0131.93.03.00001137;56.812.900;7681.29;1190
0131.93.03.00001142;51.130.600;7113.06;1194
0132.82.03.00000014;16.960.000;12080;1214
0132.93.03.00000282;98.478.900;9847.09;1229
0132.93.03.00000288;111.846.900;11186.15;1234
0132.93.03.00000327;45.407.900;4539.27;1239
0132.93.03.00000334;11.695.900;1189.59;1244
0132.93.03.00000337;368.119.500;40979.36;1246
0132.93.03.00000356;56.286.500;7628.65;1259
0132.93.03.00000365;21.578.900;1078.94;1265
0132.93.03.00000375;20.370.400;4037.04;1274
0132.93.03.00000380;55.449.700;5546.11;1278
0132.93.03.00000387;70.409.400;7180.31;1283
0132.93.03.00000389;148.634.000;15178.49;1285
0133.81.03.00000148;20.000.000;115172.75;1295
0133.81.03.00000151;10.000.000;2000;1298
0133.81.03.00000156;10.000.000;2000;1301
0133.81.03.00000161;10.000.000;2000;1304
0133.93.03.00004125;64.931.800;6493.66;1398
0133.93.03.00004172;24.468.800;4893.76;1407
0133.93.03.00004250;103.444.200;10343.81;1416
0133.93.03.00004280;362.844.200;36282.58;1422
0133.93.03.00004325;129.605.900;12960.58;1429
0133.93.03.00004359;1.974.200;197.72;1435
0133.93.03.00004424;44.035.100;4837.23;1448
0133.93.03.00004434;491.201.800;5397.82;1451
0133.93.03.00004489;25.916.200;370.24;1456
0133.93.03.00004496;249.964.700;24996.45;1458
0133.93.03.00004532;261.017.000;26101.32;1462
0133.93.03.00004567;131.776.400;13177.69;1469
0133.93.03.00004587;22.280.700;222.07;1473
0133.93.03.00004601;28.650.100;5730.02;1477
0133.93.03.00004612;135.303.900;13530.26;1481
0133.93.03.00004661;205.665.800;5075.78;1483
0133.93.03.00004665;482.778.400;48287.83;1485
0133.93.03.00004723;6.193.300;6193.3;1492
0133.93.03.00004732;30.906.500;3090.64;1495
0133.93.03.00004750;137.253.000;13725.31;1501
0133.93.03.00004759;321.478.900;32144.37;1503
0133.93.03.00004774;32.266.100;6453.21;1506
0133.93.03.00004799;134.177.100;13417.17;1510
0133.93.03.00004806;60.665.700;2693.96;1516
0133.93.03.00004848;28.977.800;2897.77;1537
0133.93.03.00004887;61.089.300;6108.87;1550
0133.93.03.00004909;56.842.100;5684.22;1558
0133.93.03.00004929;288.955.100;28895.47;1560
0133.93.03.00004949;49.983.600;4898.36;1567
0133.93.03.00004956;29.220.200;5844.05;1570
0133.93.03.00004960;63.099.400;3154.97;1572
0133.93.03.00004989;86.696.200;8669.27;1589
0133.93.03.00005005;72.759.100;5755.67;1593
0133.93.03.00005010;194.880.300;22928.96;1595
0133.93.03.00005013;84.317.800;8431.76;1598
0133.93.03.00005015;71.404.900;5685.19;1600
0133.93.03.00005018;125.652.100;10569.39;1602
0133.93.03.00005039;50.635.500;5063.35;1610
0133.93.03.00005043;23.660.400;4732.15;1613
0133.93.03.00005081;195.136.000;19513.59;1632
0133.93.03.00005104;174.297.800;17429.76;1645
0133.93.03.00005115;159.292.700;15926.27;1650
0133.93.03.00005140;183.988.600;18398.85;1659
0133.93.03.00005149;198.160.800;19815.79;1664
0133.93.03.00005152;380.620.900;38053.33;1666
0133.93.03.00005220;56.793.400;4732.78;1687
0133.93.03.00005268;190.793.700;19077.86;1701
0133.93.03.00005337;42.717.100;4349.54;1723
0133.93.03.00005386;65.073.200;12827.32;1740
0133.93.03.00005395;263.979.600;26384.96;1747
0133.93.03.00005465;59.589.600;2979.48;1774
0133.93.03.00005480;207.836.300;19783.63;1778
0133.93.03.00005482;51.306.000;7130.6;1780
0133.93.03.00005489;11.250.000;2500;1783
0133.93.03.00005495;116.826.200;11801.81;1788
0133.93.03.00005521;37.262.700;7452.5;1795
0133.93.03.00005534;98.827.400;9881.73;1802
0133.93.03.00005537;117.630.400;11763.11;1804
0133.93.03.00005554;215.234.600;20523.46;1812
0133.93.03.00005563;10.291.100;5145.54;1820
0133.93.03.00005590;26.809.100;2680.9;1822
0133.93.03.00005597;13.157.900;3289.48;1827
0133.93.03.00005608;126.973.500;12701.19;1832
0133.93.03.00005614;242.445.500;12122.28;1834
0133.93.03.00005626;128.214.900;12820.58;1841
0133.93.03.00005640;257.897.000;23572.05;1845
0133.93.03.00005652;74.493.200;7449.4;1855
0133.93.03.00005666;58.793.200;5879.14;1862
0133.93.03.00005686;36.109.700;2708.22;1875
0133.93.03.00005700;162.436.500;16243.38;1889
0133.93.03.00005707;108.941.700;12554.17;1893
0133.93.03.00005719;64.717.300;6471.72;1901
0133.93.03.00005730;55.692.200;5569.2;1911
0133.93.03.00005732;524.621.200;52462.1;1913
0133.93.03.00005735;544.035.500;58723.55;1915
0133.93.03.00005740;46.744.600;4689.08;1919
0133.93.03.00005746;27.335.600;1366.78;1923
0133.93.03.00005752;34.990.300;5499.03;1927
0133.93.03.00005771;199.602.400;19280.24;1940
0133.93.03.00005776;120.759.800;12075.48;1945
0133.93.03.00005788;90.848.000;4542.4;1954
0133.93.03.00005792;36.959.100;7391.81;1958
0133.93.03.00005807;126.990.600;12699.05;1971
0133.93.03.00005810;134.321.500;13432.14;1974
0133.93.03.00005824;32.940.600;3294.08;1985
0133.93.03.00005829;175.827.700;18461.91;1990
0133.93.03.00005834;32.368.400;5236.84;1995
0133.93.03.00005845;245.476.900;24547.86;2005
0133.93.03.00005856;210.916.400;21088.74;2014
0133.93.03.00005858;149.320.800;14922.2;2016
0133.93.03.00005906;65.463.300;4564.32;2033
0133.93.03.00005908;37.019.000;3701.88;2035
0133.93.03.00005925;69.532.200;6953.21;2046
0135.81.03.00000239;5.529.700;1681.7;2053
0135.81.03.00000266;22.014.800;2000;2064
0135.93.03.00002909;64.795.300;6479.52;2136
0135.93.03.00002939;50.149.200;5014.62;2144
0135.93.03.00002980;50.146.200;5014.61;2147
0135.93.03.00002996;51.130.600;5113.08;2150
0135.93.03.00003091;114.366.500;13436.65;2174
0135.93.03.00003161;87.667.900;8766.78;2183
0135.93.03.00003244;30.672.900;3067.28;2190
0135.93.03.00003413;46.413.200;6641.33;2216
0135.93.03.00003443;174.531.700;8726.59;2230
0135.93.03.00003458;18.065.300;3613.06;2238
0135.93.03.00003475;39.208.500;6920.85;2245
0135.93.03.00003479;46.393.800;6959.07;2249
0135.93.03.00003502;27.166.200;5433.24;2261
0135.93.03.00003509;197.762.600;19766.26;2265
0135.93.03.00003525;57.748.400;5774.86;2278
0135.93.03.00003536;276.603.300;27657.81;2284
0135.93.03.00003554;1.000.000;5014.62;2296
0135.93.03.00003557;28.888.900;2889.89;2299
0135.93.03.00003568;408.701.200;40870.13;2305
0135.93.03.00003578;53.640.400;5365.04;2311
0135.93.03.00003581;135.380.100;10153.51;2314
0135.93.03.00003625;60.155.900;6015.6;2330
0135.93.03.00003641;58.908.400;5890.86;2337
0135.93.03.00003646;54.834.300;2741.72;2342
0135.93.03.00003658;203.366.000;21656.6;2349
0135.93.03.00003660;42.636.500;6527.29;2351
0135.93.03.00003663;9.195.500;6023.39;2353
0135.93.03.00003667;27.983.400;2854.34;2357
0135.93.03.00003670;288.231.600;28823.15;2360
0135.93.03.00003684;24.201.900;1210.1;2367
0135.93.03.00003692;156.001.300;15600.14;2373
0135.93.03.00003729;6.345.900;1269.17;2401
0135.93.03.00003737;307.418.500;30243.85;2409
